feature,weight
lowlevel.spectral_contrast_valleys.max[1].vocal,0.01778055258268515
lowlevel.spectral_contrast_valleys.max[6].vocal,0.0016070693593924108
lowlevel.spectral_contrast_valleys.var[1].vocal,0.0016070693593924108
rhythm.beats_loudness_band_ratio.dmean[5].vocal,0.020855565459239486
rhythm.beats_loudness_band_ratio.dvar2[3].vocal,0.0016070693593924108
rhythm.beats_loudness_band_ratio.dvar2[4].vocal,0.016281532139271804
rhythm.beats_loudness_band_ratio.kurt[1].vocal,0.029062977693204664
rhythm.beats_loudness_band_ratio.kurt[2].vocal,0.01913695101109142
rhythm.beats_loudness_band_ratio.kurt[3].vocal,0.0012066756396282858
rhythm.beats_loudness_band_ratio.kurt[4].vocal,0.0016070693593924108
rhythm.beats_loudness_band_ratio.kurt[5].vocal,0.0012066756396282858
rhythm.beats_loudness_band_ratio.kurt[6].vocal,0.0012066756396282858
rhythm.beats_loudness_band_ratio.median[2].vocal,0.011184006007582747
rhythm.beats_loudness_band_ratio.median[4].vocal,0.0016070693593924108
rhythm.beats_loudness_band_ratio.median[6].vocal,0.0016070693593924108
rhythm.beats_loudness_band_ratio.var[1].vocal,0.02340560435560321
rhythm.beats_loudness_band_ratio.var[6].vocal,0.0016070693593924108
tonal.chords_histogram[1].vocal,0.0012066756396282858
tonal.chords_histogram[2].vocal,0.0016070693593924108
tonal.chords_histogram[3].vocal,0.0012066756396282858
tonal.chords_histogram[4].vocal,0.0012066756396282858
tonal.chords_histogram[5].vocal,0.0012066756396282858
tonal.chords_histogram[6].vocal,0.0012066756396282858
tonal.chords_histogram[7].vocal,0.0012066756396282858
tonal.chords_histogram[8].vocal,0.0012066756396282858
tonal.chords_histogram[9].vocal,0.0012066756396282858
tonal.chords_histogram[10].vocal,0.0012066756396282858
tonal.chords_histogram[11].vocal,0.0012066756396282858
tonal.chords_histogram[12].vocal,0.0012066756396282858
tonal.chords_histogram[13].vocal,0.0016070693593924108
tonal.chords_histogram[14].vocal,0.0012066756396282858
tonal.chords_histogram[15].vocal,0.0012066756396282858
tonal.chords_histogram[16].vocal,0.0012066756396282858
tonal.chords_histogram[17].vocal,0.0012066756396282858
tonal.chords_histogram[18].vocal,0.0012066756396282858
tonal.chords_histogram[19].vocal,0.0012066756396282858
tonal.chords_histogram[20].vocal,0.0012066756396282858
tonal.chords_histogram[21].vocal,0.0012066756396282858
tonal.chords_histogram[22].vocal,0.0012066756396282858
tonal.chords_histogram[23].vocal,0.0012066756396282858
tonal.chords_histogram[24].vocal,0.0012066756396282858
tonal.hpcp.dmean[5].vocal,0.01714830258392063
tonal.hpcp.dmean[23].vocal,0.026085835798023198
tonal.hpcp.dmean[27].vocal,0.02622971711856808
tonal.hpcp.kurt[5].vocal,0.0012066756396282858
tonal.hpcp.kurt[7].vocal,0.0012066756396282858
tonal.hpcp.kurt[11].vocal,0.0012066756396282858
tonal.hpcp.kurt[13].vocal,0.0012066756396282858
tonal.hpcp.kurt[23].vocal,0.0016070693593924108
tonal.hpcp.kurt[24].vocal,0.0016070693593924108
tonal.hpcp.kurt[25].vocal,0.0012066756396282858
tonal.hpcp.kurt[26].vocal,0.0016070693593924108
tonal.hpcp.kurt[31].vocal,0.0012066756396282858
tonal.hpcp.kurt[33].vocal,0.0016070693593924108
tonal.hpcp.median[21].vocal,0.011673785906891145
tonal.hpcp.skew[21].vocal,0.0016070693593924108
tonal.thpcp[4].vocal,0.028714032976126597
tonal.thpcp[12].vocal,0.0016070693593924108
tonal.thpcp[19].vocal,0.016993086681897075
tonal.thpcp[26].vocal,0.0016070693593924108
tonal.thpcp[29].vocal,0.0016070693593924108
tonal.thpcp[34].vocal,0.02485336236039076
tonal.chords_key.vocal,0.0012066756396282858
tonal.chords_scale.vocal,0.0012066756396282858
tonal.key_edma.key.vocal,0.0012066756396282858
tonal.key_edma.scale.vocal,0.0016070693593924108
